,title,topic,link
363,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23383_100g.html
364,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, shoulder steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13946_100g.html
365,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13502_100g.html
366,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13444_100g.html
367,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13493_100g.html
368,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13354_100g.html
369,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23166_100g.html
370,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23178_100g.html
371,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13450_100g.html
372,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23172_100g.html
373,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23187_100g.html
374,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23196_100g.html
375,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23390_100g.html
376,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23004_100g.html
377,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23008_100g.html
378,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, top loin, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13914_100g.html
379,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13483_100g.html
380,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23158_100g.html
381,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23149_100g.html
382,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23393_100g.html
383,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13469_100g.html
384,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23589_100g.html
385,"Beef, pan-broiled, cooked, patty, 75% lean meat / 25% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23579_100g.html
386,"Beef, pan-broiled, cooked, patty, 80% lean meat / 20% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23574_100g.html
387,"Beef, pan-broiled, cooked, patty, 85% lean meat / 15% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23569_100g.html
388,"Beef, pan-broiled, cooked, patty, 90% lean meat / 10% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23564_100g.html
389,"Beef, pan-broiled, cooked, patty, 93% lean meat /7% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23474_100g.html
390,"Beef, pan-broiled, cooked, patty, 95% lean meat / 5% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23559_100g.html
391,"Beef, pan-broiled, cooked, patty, 97% lean meat /3% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23479_100g.html
392,"Beef, pan-broiled, patty cooked, 70% lean meat / 30% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13496_100g.html
393,"Beef, pan-browned, cooked, crumbles, 70% lean meat / 30% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13494_100g.html
394,"Beef, pan-browned, cooked, crumbles, 75% lean meat / 25% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23580_100g.html
395,"Beef, pan-browned, cooked, crumbles, 80% lean meat / 20% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23575_100g.html
396,"Beef, pan-browned, cooked, crumbles, 85% lean meat / 15% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23570_100g.html
397,"Beef, pan-browned, cooked, crumbles, 90% lean meat / 10% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23565_100g.html
398,"Beef, pan-browned, cooked, crumbles, 93% lean meat / 7% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23476_100g.html
399,"Beef, pan-browned, cooked, crumbles, 95% lean meat / 5% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23560_100g.html
400,"Beef, pan-browned, cooked, crumbles, 97% lean meat / 3% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23481_100g.html
401,"Beef, pan-fried, cooked, choice, trimmed to 1/8"" fat, separable lean only, top round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13890_100g.html
402,"Beef, pan-fried, cooked, liver, variety meats and by-products",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13327_100g.html
403,"Beef, pastrami, cured",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13355_100g.html
404,"Beef, raw, 70% lean meat / 30% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13498_100g.html
405,"Beef, raw, 75% lean meat / 25% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23577_100g.html
406,"Beef, raw, 80% lean meat / 20% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23572_100g.html
407,"Beef, raw, 85% lean meat / 15% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23567_100g.html
408,"Beef, raw, 90% lean meat / 10% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23562_100g.html
409,"Beef, raw, 93% lean meat / 7% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23472_100g.html
410,"Beef, raw, 95% lean meat / 5% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23557_100g.html
411,"Beef, raw, 97% lean meat / 3% fat, ground",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23477_100g.html
412,"Beef, raw, all grades, separable lean and fat, chuck for stew",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23093_100g.html
413,"Beef, raw, all grades, trimmed to 0"" fat, boneless separable lean only, flat half, brisket",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13595_100g.html
414,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13786_100g.html
415,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23137_100g.html
416,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23143_100g.html
417,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23330_100g.html
418,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23333_100g.html
419,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, flat half, brisket",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13904_100g.html
420,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23122_100g.html
421,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23128_100g.html
422,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast or steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23000_100g.html
423,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13863_100g.html
424,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23336_100g.html
425,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23342_100g.html
426,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23327_100g.html
427,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23324_100g.html
428,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23102_100g.html
429,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23482_100g.html
430,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23108_100g.html
431,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23217_100g.html
432,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23339_100g.html
433,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23224_100g.html
434,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23057_100g.html
435,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23063_100g.html
436,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, flank",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13970_100g.html
437,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23061_100g.html
438,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23055_100g.html
439,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23059_100g.html
440,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, tri-tip roast, bottom sirloin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13954_100g.html
441,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13972_100g.html
442,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23074_100g.html
443,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23080_100g.html
444,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23360_100g.html
445,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23363_100g.html
446,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23089_100g.html
447,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23068_100g.html
448,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast or steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13647_100g.html
449,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13519_100g.html
450,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23366_100g.html
451,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23372_100g.html
452,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23357_100g.html
453,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23354_100g.html
454,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13293_100g.html
455,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23485_100g.html
456,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13356_100g.html
457,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23163_100g.html
458,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23175_100g.html
459,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23369_100g.html
460,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23169_100g.html
461,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, steak, flank",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23656_100g.html
462,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23646_100g.html
463,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13809_100g.html
464,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13815_100g.html
465,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13795_100g.html
466,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13805_100g.html
467,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23192_100g.html
468,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23201_100g.html
469,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23388_100g.html
470,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, point half, brisket",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13807_100g.html
471,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23001_100g.html
472,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13877_100g.html
473,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13868_100g.html
474,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13917_100g.html
475,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top loin, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13909_100g.html
476,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13891_100g.html
477,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13929_100g.html
478,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23005_100g.html
479,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, tip round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13883_100g.html
480,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13824_100g.html
481,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, whole, brisket",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13803_100g.html
482,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23603_100g.html
483,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13478_100g.html
484,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23483_100g.html
485,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, flat half, brisket",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23596_100g.html
486,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23150_100g.html
487,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak/roast",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23153_100g.html
488,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23386_100g.html
489,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13464_100g.html
490,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, roast, bottom round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23594_100g.html
491,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23597_100g.html
492,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23599_100g.html
493,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23601_100g.html
494,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23609_100g.html
495,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23611_100g.html
496,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, top loin steak, short loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23607_100g.html
497,"Beef, raw, choice, separable lean and fat, chuck for stew",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23095_100g.html
498,"Beef, raw, choice, trimmed to 0"" fat, boneless separable lean and fat, eye of round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23334_100g.html
499,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13788_100g.html
500,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23138_100g.html
501,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23144_100g.html
502,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23331_100g.html
503,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, flat half, brisket",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13975_100g.html
504,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23123_100g.html
505,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23129_100g.html
506,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast or steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23111_100g.html
507,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13889_100g.html
508,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23337_100g.html
509,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23343_100g.html
510,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23328_100g.html
511,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23325_100g.html
512,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23103_100g.html
513,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23494_100g.html
514,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, Denver Cut, boneless, under blade center steak, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23109_100g.html
515,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23218_100g.html
516,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23340_100g.html
517,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23034_100g.html
518,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23225_100g.html
519,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23037_100g.html
520,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23049_100g.html
521,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, flank",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_13065_100g.html
522,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23045_100g.html
523,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",Betaine,https://www.nutritionvalue.org/export_csv_food_nutritional_value_23030_100g.html
